cluster number,cluster name,FIPS
8,"Rural, High Socioeconomic Status",31021
8,"Rural, High Socioeconomic Status",31023
8,"Rural, High Socioeconomic Status",31025
8,"Rural, High Socioeconomic Status",31027
8,"Rural, High Socioeconomic Status",31029
8,"Rural, High Socioeconomic Status",31031
1,"Semi-Urban, High Socioeconomic Status",31033
8,"Rural, High Socioeconomic Status",31035
3,"Semi-Urban, Hispanic",31037
8,"Rural, High Socioeconomic Status",31039
8,"Rural, High Socioeconomic Status",31041
3,"Semi-Urban, Hispanic",31043
1,"Semi-Urban, High Socioeconomic Status",31045
3,"Semi-Urban, Hispanic",31047
8,"Rural, High Socioeconomic Status",31049
8,"Rural, High Socioeconomic Status",31051
1,"Semi-Urban, High Socioeconomic Status",31053
1,"Semi-Urban, High Socioeconomic Status",31055
8,"Rural, High Socioeconomic Status",31057
8,"Rural, High Socioeconomic Status",31059
8,"Rural, High Socioeconomic Status",31061
8,"Rural, High Socioeconomic Status",31063
8,"Rural, High Socioeconomic Status",31065
8,"Rural, High Socioeconomic Status",31067
8,"Rural, High Socioeconomic Status",31069
8,"Rural, High Socioeconomic Status",31071
8,"Rural, High Socioeconomic Status",31073
8,"Rural, High Socioeconomic Status",31075
8,"Rural, High Socioeconomic Status",31077
1,"Semi-Urban, High Socioeconomic Status",31079
8,"Rural, High Socioeconomic Status",31081
8,"Rural, High Socioeconomic Status",31083
8,"Rural, High Socioeconomic Status",31085
8,"Rural, High Socioeconomic Status",31087
8,"Rural, High Socioeconomic Status",31089
8,"Rural, High Socioeconomic Status",31091
8,"Rural, High Socioeconomic Status",31093
8,"Rural, High Socioeconomic Status",31095
5,"Rural, Mid/Low Socioeconomic Status",31097
8,"Rural, High Socioeconomic Status",31099
8,"Rural, High Socioeconomic Status",31101
8,"Rural, High Socioeconomic Status",31103
8,"Rural, High Socioeconomic Status",31105
8,"Rural, High Socioeconomic Status",31107
1,"Semi-Urban, High Socioeconomic Status",31109
1,"Semi-Urban, High Socioeconomic Status",31111
8,"Rural, High Socioeconomic Status",31113
8,"Rural, High Socioeconomic Status",31115
8,"Rural, High Socioeconomic Status",31117
1,"Semi-Urban, High Socioeconomic Status",31119
8,"Rural, High Socioeconomic Status",31121
8,"Rural, High Socioeconomic Status",31123
8,"Rural, High Socioeconomic Status",31125
8,"Rural, High Socioeconomic Status",31127
8,"Rural, High Socioeconomic Status",31129
8,"Rural, High Socioeconomic Status",31131
8,"Rural, High Socioeconomic Status",31133
8,"Rural, High Socioeconomic Status",31135
8,"Rural, High Socioeconomic Status",31137
8,"Rural, High Socioeconomic Status",31139
1,"Semi-Urban, High Socioeconomic Status",31141
8,"Rural, High Socioeconomic Status",31143
8,"Rural, High Socioeconomic Status",31145
8,"Rural, High Socioeconomic Status",31147
8,"Rural, High Socioeconomic Status",31149
1,"Semi-Urban, High Socioeconomic Status",31151
1,"Semi-Urban, High Socioeconomic Status",31153
8,"Rural, High Socioeconomic Status",31155
1,"Semi-Urban, High Socioeconomic Status",31157
8,"Rural, High Socioeconomic Status",31159
8,"Rural, High Socioeconomic Status",31161
8,"Rural, High Socioeconomic Status",31163
8,"Rural, High Socioeconomic Status",31165
8,"Rural, High Socioeconomic Status",31167
8,"Rural, High Socioeconomic Status",31169
8,"Rural, High Socioeconomic Status",31171
7,"Rural, American Indian",31173
8,"Rural, High Socioeconomic Status",31175
8,"Rural, High Socioeconomic Status",31177
1,"Semi-Urban, High Socioeconomic Status",31179
8,"Rural, High Socioeconomic Status",31181
8,"Rural, High Socioeconomic Status",31183
8,"Rural, High Socioeconomic Status",31185
1,"Semi-Urban, High Socioeconomic Status",32001
3,"Semi-Urban, Hispanic",32003
4,"Mostly Rural, Mid Socioeconomic Status",32005
1,"Semi-Urban, High Socioeconomic Status",32007
5,"Rural, Mid/Low Socioeconomic Status",32009
8,"Rural, High Socioeconomic Status",32011
3,"Semi-Urban, Hispanic",32013
1,"Semi-Urban, High Socioeconomic Status",32015
4,"Mostly Rural, Mid Socioeconomic Status",32017
4,"Mostly Rural, Mid Socioeconomic Status",32019
4,"Mostly Rural, Mid Socioeconomic Status",32021
4,"Mostly Rural, Mid Socioeconomic Status",32023
5,"Rural, Mid/Low Socioeconomic Status",32027
8,"Rural, High Socioeconomic Status",32029
1,"Semi-Urban, High Socioeconomic Status",32031
5,"Rural, Mid/Low Socioeconomic Status",32033
1,"Semi-Urban, High Socioeconomic Status",32510
8,"Rural, High Socioeconomic Status",33001
8,"Rural, High Socioeconomic Status",33003
8,"Rural, High Socioeconomic Status",33005
4,"Mostly Rural, Mid Socioeconomic Status",33007
1,"Semi-Urban, High Socioeconomic Status",33009
1,"Semi-Urban, High Socioeconomic Status",33011
8,"Rural, High Socioeconomic Status",33013
1,"Semi-Urban, High Socioeconomic Status",33015
1,"Semi-Urban, High Socioeconomic Status",33017
8,"Rural, High Socioeconomic Status",33019
1,"Semi-Urban, High Socioeconomic Status",34001
6,"Young, Urban, Mid/High Socioeconomic Status",34003
1,"Semi-Urban, High Socioeconomic Status",34005
1,"Semi-Urban, High Socioeconomic Status",34007
4,"Mostly Rural, Mid Socioeconomic Status",34009
2,"Semi-Urban, Mid/Low Socioeconomic Status",34011
2,"Semi-Urban, Mid/Low Socioeconomic Status",34013
1,"Semi-Urban, High Socioeconomic Status",34015
6,"Young, Urban, Mid/High Socioeconomic Status",34017
8,"Rural, High Socioeconomic Status",34019
1,"Semi-Urban, High Socioeconomic Status",34021
6,"Young, Urban, Mid/High Socioeconomic Status",34023
1,"Semi-Urban, High Socioeconomic Status",34025
1,"Semi-Urban, High Socioeconomic Status",34027
1,"Semi-Urban, High Socioeconomic Status",34029
3,"Semi-Urban, Hispanic",34031
1,"Semi-Urban, High Socioeconomic Status",34033
6,"Young, Urban, Mid/High Socioeconomic Status",34035
1,"Semi-Urban, High Socioeconomic Status",34037
3,"Semi-Urban, Hispanic",34039
1,"Semi-Urban, High Socioeconomic Status",34041
3,"Semi-Urban, Hispanic",35001
4,"Mostly Rural, Mid Socioeconomic Status",35003
3,"Semi-Urban, Hispanic",35005
7,"Rural, American Indian",35006
3,"Semi-Urban, Hispanic",35007
3,"Semi-Urban, Hispanic",35009
3,"Semi-Urban, Hispanic",35011
3,"Semi-Urban, Hispanic",35013
3,"Semi-Urban, Hispanic",35015
3,"Semi-Urban, Hispanic",35017
3,"Semi-Urban, Hispanic",35019
3,"Semi-Urban, Hispanic",35021
3,"Semi-Urban, Hispanic",35023
3,"Semi-Urban, Hispanic",35025
4,"Mostly Rural, Mid Socioeconomic Status",35027
1,"Semi-Urban, High Socioeconomic Status",35028
3,"Semi-Urban, Hispanic",35029
7,"Rural, American Indian",35031
3,"Semi-Urban, Hispanic",35033
3,"Semi-Urban, Hispanic",35035
3,"Semi-Urban, Hispanic",35037
3,"Semi-Urban, Hispanic",35039
3,"Semi-Urban, Hispanic",35041
3,"Semi-Urban, Hispanic",35043
7,"Rural, American Indian",35045
3,"Semi-Urban, Hispanic",35047
3,"Semi-Urban, Hispanic",35049
4,"Mostly Rural, Mid Socioeconomic Status",35051
3,"Semi-Urban, Hispanic",35053
3,"Semi-Urban, Hispanic",35055
3,"Semi-Urban, Hispanic",35057
5,"Rural, Mid/Low Socioeconomic Status",35059
3,"Semi-Urban, Hispanic",35061
1,"Semi-Urban, High Socioeconomic Status",36001
4,"Mostly Rural, Mid Socioeconomic Status",36003
3,"Semi-Urban, Hispanic",36005
1,"Semi-Urban, High Socioeconomic Status",36007
4,"Mostly Rural, Mid Socioeconomic Status",36009
1,"Semi-Urban, High Socioeconomic Status",36011
1,"Semi-Urban, High Socioeconomic Status",36013
1,"Semi-Urban, High Socioeconomic Status",36015
8,"Rural, High Socioeconomic Status",36017
4,"Mostly Rural, Mid Socioeconomic Status",36019
8,"Rural, High Socioeconomic Status",36021
1,"Semi-Urban, High Socioeconomic Status",36023
4,"Mostly Rural, Mid Socioeconomic Status",36025
1,"Semi-Urban, High Socioeconomic Status",36027
1,"Semi-Urban, High Socioeconomic Status",36029
8,"Rural, High Socioeconomic Status",36031
5,"Rural, Mid/Low Socioeconomic Status",36033
4,"Mostly Rural, Mid Socioeconomic Status",36035
8,"Rural, High Socioeconomic Status",36037
4,"Mostly Rural, Mid Socioeconomic Status",36039
8,"Rural, High Socioeconomic Status",36041
1,"Semi-Urban, High Socioeconomic Status",36043
1,"Semi-Urban, High Socioeconomic Status",36045
6,"Young, Urban, Mid/High Socioeconomic Status",36047
4,"Mostly Rural, Mid Socioeconomic Status",36049
1,"Semi-Urban, High Socioeconomic Status",36051
1,"Semi-Urban, High Socioeconomic Status",36053
1,"Semi-Urban, High Socioeconomic Status",36055
1,"Semi-Urban, High Socioeconomic Status",36057
1,"Semi-Urban, High Socioeconomic Status",36059
6,"Young, Urban, Mid/High Socioeconomic Status",36061
1,"Semi-Urban, High Socioeconomic Status",36063
1,"Semi-Urban, High Socioeconomic Status",36065
1,"Semi-Urban, High Socioeconomic Status",36067
1,"Semi-Urban, High Socioeconomic Status",36069
1,"Semi-Urban, High Socioeconomic Status",36071
4,"Mostly Rural, Mid Socioeconomic Status",36073
4,"Mostly Rural, Mid Socioeconomic Status",36075
1,"Semi-Urban, High Socioeconomic Status",36077
1,"Semi-Urban, High Socioeconomic Status",36079
6,"Young, Urban, Mid/High Socioeconomic Status",36081
1,"Semi-Urban, High Socioeconomic Status",36083
1,"Semi-Urban, High Socioeconomic Status",36085
1,"Semi-Urban, High Socioeconomic Status",36087
1,"Semi-Urban, High Socioeconomic Status",36089
1,"Semi-Urban, High Socioeconomic Status",36091
1,"Semi-Urban, High Socioeconomic Status",36093
8,"Rural, High Socioeconomic Status",36095
8,"Rural, High Socioeconomic Status",36097
1,"Semi-Urban, High Socioeconomic Status",36099
8,"Rural, High Socioeconomic Status",36101
1,"Semi-Urban, High Socioeconomic Status",36103
4,"Mostly Rural, Mid Socioeconomic Status",36105
8,"Rural, High Socioeconomic Status",36107
1,"Semi-Urban, High Socioeconomic Status",36109
1,"Semi-Urban, High Socioeconomic Status",36111
1,"Semi-Urban, High Socioeconomic Status",36113
4,"Mostly Rural, Mid Socioeconomic Status",36115
8,"Rural, High Socioeconomic Status",36117
1,"Semi-Urban, High Socioeconomic Status",36119
4,"Mostly Rural, Mid Socioeconomic Status",36121
4,"Mostly Rural, Mid Socioeconomic Status",36123
1,"Semi-Urban, High Socioeconomic Status",37001
4,"Mostly Rural, Mid Socioeconomic Status",37003
4,"Mostly Rural, Mid Socioeconomic Status",37005
2,"Semi-Urban, Mid/Low Socioeconomic Status",37007
4,"Mostly Rural, Mid Socioeconomic Status",37009
4,"Mostly Rural, Mid Socioeconomic Status",37011
4,"Mostly Rural, Mid Socioeconomic Status",37013
2,"Semi-Urban, Mid/Low Socioeconomic Status",37015
2,"Semi-Urban, Mid/Low Socioeconomic Status",37017
4,"Mostly Rural, Mid Socioeconomic Status",37019
1,"Semi-Urban, High Socioeconomic Status",37021
4,"Mostly Rural, Mid Socioeconomic Status",37023
1,"Semi-Urban, High Socioeconomic Status",37025
4,"Mostly Rural, Mid Socioeconomic Status",37027
8,"Rural, High Socioeconomic Status",37029
1,"Semi-Urban, High Socioeconomic Status",37031
2,"Semi-Urban, Mid/Low Socioeconomic Status",37033
1,"Semi-Urban, High Socioeconomic Status",37035
4,"Mostly Rural, Mid Socioeconomic Status",37037
4,"Mostly Rural, Mid Socioeconomic Status",37039
2,"Semi-Urban, Mid/Low Socioeconomic Status",37041
4,"Mostly Rural, Mid Socioeconomic Status",37043
4,"Mostly Rural, Mid Socioeconomic Status",37045
2,"Semi-Urban, Mid/Low Socioeconomic Status",37047
1,"Semi-Urban, High Socioeconomic Status",37049
2,"Semi-Urban, Mid/Low Socioeconomic Status",37051
8,"Rural, High Socioeconomic Status",37053
4,"Mostly Rural, Mid Socioeconomic Status",37055
4,"Mostly Rural, Mid Socioeconomic Status",37057
4,"Mostly Rural, Mid Socioeconomic Status",37059
2,"Semi-Urban, Mid/Low Socioeconomic Status",37061
1,"Semi-Urban, High Socioeconomic Status",37063
2,"Semi-Urban, Mid/Low Socioeconomic Status",37065
1,"Semi-Urban, High Socioeconomic Status",37067
4,"Mostly Rural, Mid Socioeconomic Status",37069
1,"Semi-Urban, High Socioeconomic Status",37071
4,"Mostly Rural, Mid Socioeconomic Status",37073
4,"Mostly Rural, Mid Socioeconomic Status",37075
2,"Semi-Urban, Mid/Low Socioeconomic Status",37077
5,"Rural, Mid/Low Socioeconomic Status",37079
1,"Semi-Urban, High Socioeconomic Status",37081
2,"Semi-Urban, Mid/Low Socioeconomic Status",37083
1,"Semi-Urban, High Socioeconomic Status",37085
4,"Mostly Rural, Mid Socioeconomic Status",37087
8,"Rural, High Socioeconomic Status",37089
2,"Semi-Urban, Mid/Low Socioeconomic Status",37091
2,"Semi-Urban, Mid/Low Socioeconomic Status",37093
5,"Rural, Mid/Low Socioeconomic Status",37095
1,"Semi-Urban, High Socioeconomic Status",37097
4,"Mostly Rural, Mid Socioeconomic Status",37099
1,"Semi-Urban, High Socioeconomic Status",37101
4,"Mostly Rural, Mid Socioeconomic Status",37103
2,"Semi-Urban, Mid/Low Socioeconomic Status",37105
2,"Semi-Urban, Mid/Low Socioeconomic Status",37107
4,"Mostly Rural, Mid Socioeconomic Status",37109
4,"Mostly Rural, Mid Socioeconomic Status",37111
4,"Mostly Rural, Mid Socioeconomic Status",37113
4,"Mostly Rural, Mid Socioeconomic Status",37115
2,"Semi-Urban, Mid/Low Socioeconomic Status",37117
1,"Semi-Urban, High Socioeconomic Status",37119
4,"Mostly Rural, Mid Socioeconomic Status",37121
4,"Mostly Rural, Mid Socioeconomic Status",37123
8,"Rural, High Socioeconomic Status",37125
2,"Semi-Urban, Mid/Low Socioeconomic Status",37127
1,"Semi-Urban, High Socioeconomic Status",37129
2,"Semi-Urban, Mid/Low Socioeconomic Status",37131
1,"Semi-Urban, High Socioeconomic Status",37133
1,"Semi-Urban, High Socioeconomic Status",37135
4,"Mostly Rural, Mid Socioeconomic Status",37137
2,"Semi-Urban, Mid/Low Socioeconomic Status",37139
4,"Mostly Rural, Mid Socioeconomic Status",37141
4,"Mostly Rural, Mid Socioeconomic Status",37143
2,"Semi-Urban, Mid/Low Socioeconomic Status",37145
2,"Semi-Urban, Mid/Low Socioeconomic Status",37147
8,"Rural, High Socioeconomic Status",37149
4,"Mostly Rural, Mid Socioeconomic Status",37151
2,"Semi-Urban, Mid/Low Socioeconomic Status",37153
7,"Rural, American Indian",37155
4,"Mostly Rural, Mid Socioeconomic Status",37157
4,"Mostly Rural, Mid Socioeconomic Status",37159
4,"Mostly Rural, Mid Socioeconomic Status",37161
2,"Semi-Urban, Mid/Low Socioeconomic Status",37163
2,"Semi-Urban, Mid/Low Socioeconomic Status",37165
4,"Mostly Rural, Mid Socioeconomic Status",37167
8,"Rural, High Socioeconomic Status",37169
4,"Mostly Rural, Mid Socioeconomic Status",37171
4,"Mostly Rural, Mid Socioeconomic Status",37173
8,"Rural, High Socioeconomic Status",37175
5,"Rural, Mid/Low Socioeconomic Status",37177
1,"Semi-Urban, High Socioeconomic Status",37179
2,"Semi-Urban, Mid/Low Socioeconomic Status",37181
1,"Semi-Urban, High Socioeconomic Status",37183
2,"Semi-Urban, Mid/Low Socioeconomic Status",37185
2,"Semi-Urban, Mid/Low Socioeconomic Status",37187
1,"Semi-Urban, High Socioeconomic Status",37189
2,"Semi-Urban, Mid/Low Socioeconomic Status",37191
4,"Mostly Rural, Mid Socioeconomic Status",37193
2,"Semi-Urban, Mid/Low Socioeconomic Status",37195
4,"Mostly Rural, Mid Socioeconomic Status",37197
4,"Mostly Rural, Mid Socioeconomic Status",37199
8,"Rural, High Socioeconomic Status",38001
8,"Rural, High Socioeconomic Status",38003
7,"Rural, American Indian",38005
8,"Rural, High Socioeconomic Status",38007
8,"Rural, High Socioeconomic Status",38009
8,"Rural, High Socioeconomic Status",38011
8,"Rural, High Socioeconomic Status",38013
1,"Semi-Urban, High Socioeconomic Status",38015
1,"Semi-Urban, High Socioeconomic Status",38017
8,"Rural, High Socioeconomic Status",38019
8,"Rural, High Socioeconomic Status",38021
8,"Rural, High Socioeconomic Status",38023
8,"Rural, High Socioeconomic Status",38025
8,"Rural, High Socioeconomic Status",38027
8,"Rural, High Socioeconomic Status",38029
8,"Rural, High Socioeconomic Status",38031
8,"Rural, High Socioeconomic Status",38033
1,"Semi-Urban, High Socioeconomic Status",38035
8,"Rural, High Socioeconomic Status",38037
8,"Rural, High Socioeconomic Status",38039
8,"Rural, High Socioeconomic Status",38041
8,"Rural, High Socioeconomic Status",38043
8,"Rural, High Socioeconomic Status",38045
8,"Rural, High Socioeconomic Status",38047
8,"Rural, High Socioeconomic Status",38049
8,"Rural, High Socioeconomic Status",38051
8,"Rural, High Socioeconomic Status",38053
8,"Rural, High Socioeconomic Status",38055
8,"Rural, High Socioeconomic Status",38057
1,"Semi-Urban, High Socioeconomic Status",38059
8,"Rural, High Socioeconomic Status",38061
8,"Rural, High Socioeconomic Status",38063
8,"Rural, High Socioeconomic Status",38065
8,"Rural, High Socioeconomic Status",38067
8,"Rural, High Socioeconomic Status",38069
1,"Semi-Urban, High Socioeconomic Status",38071
8,"Rural, High Socioeconomic Status",38073
8,"Rural, High Socioeconomic Status",38075
8,"Rural, High Socioeconomic Status",38077
7,"Rural, American Indian",38079
8,"Rural, High Socioeconomic Status",38081
8,"Rural, High Socioeconomic Status",38083
7,"Rural, American Indian",38085
8,"Rural, High Socioeconomic Status",38087
1,"Semi-Urban, High Socioeconomic Status",38089
8,"Rural, High Socioeconomic Status",38091
1,"Semi-Urban, High Socioeconomic Status",38093
8,"Rural, High Socioeconomic Status",38095
8,"Rural, High Socioeconomic Status",38097
8,"Rural, High Socioeconomic Status",38099
1,"Semi-Urban, High Socioeconomic Status",38101
8,"Rural, High Socioeconomic Status",38103
1,"Semi-Urban, High Socioeconomic Status",38105
4,"Mostly Rural, Mid Socioeconomic Status",39001
1,"Semi-Urban, High Socioeconomic Status",39003
4,"Mostly Rural, Mid Socioeconomic Status",39005
4,"Mostly Rural, Mid Socioeconomic Status",39007
1,"Semi-Urban, High Socioeconomic Status",39009
8,"Rural, High Socioeconomic Status",39011
4,"Mostly Rural, Mid Socioeconomic Status",39013
4,"Mostly Rural, Mid Socioeconomic Status",39015
1,"Semi-Urban, High Socioeconomic Status",39017
4,"Mostly Rural, Mid Socioeconomic Status",39019
8,"Rural, High Socioeconomic Status",39021
1,"Semi-Urban, High Socioeconomic Status",39023
1,"Semi-Urban, High Socioeconomic Status",39025
4,"Mostly Rural, Mid Socioeconomic Status",39027
4,"Mostly Rural, Mid Socioeconomic Status",39029
4,"Mostly Rural, Mid Socioeconomic Status",39031
4,"Mostly Rural, Mid Socioeconomic Status",39033
1,"Semi-Urban, High Socioeconomic Status",39035
4,"Mostly Rural, Mid Socioeconomic Status",39037
1,"Semi-Urban, High Socioeconomic Status",39039
1,"Semi-Urban, High Socioeconomic Status",39041
1,"Semi-Urban, High Socioeconomic Status",39043
1,"Semi-Urban, High Socioeconomic Status",39045
4,"Mostly Rural, Mid Socioeconomic Status",39047
1,"Semi-Urban, High Socioeconomic Status",39049
8,"Rural, High Socioeconomic Status",39051
4,"Mostly Rural, Mid Socioeconomic Status",39053
8,"Rural, High Socioeconomic Status",39055
1,"Semi-Urban, High Socioeconomic Status",39057
4,"Mostly Rural, Mid Socioeconomic Status",39059
1,"Semi-Urban, High Socioeconomic Status",39061
1,"Semi-Urban, High Socioeconomic Status",39063
1,"Semi-Urban, High Socioeconomic Status",39065
8,"Rural, High Socioeconomic Status",39067
8,"Rural, High Socioeconomic Status",39069
4,"Mostly Rural, Mid Socioeconomic Status",39071
4,"Mostly Rural, Mid Socioeconomic Status",39073
4,"Mostly Rural, Mid Socioeconomic Status",39075
4,"Mostly Rural, Mid Socioeconomic Status",39077
4,"Mostly Rural, Mid Socioeconomic Status",39079
1,"Semi-Urban, High Socioeconomic Status",39081
4,"Mostly Rural, Mid Socioeconomic Status",39083
1,"Semi-Urban, High Socioeconomic Status",39085
4,"Mostly Rural, Mid Socioeconomic Status",39087
1,"Semi-Urban, High Socioeconomic Status",39089
4,"Mostly Rural, Mid Socioeconomic Status",39091
1,"Semi-Urban, High Socioeconomic Status",39093
1,"Semi-Urban, High Socioeconomic Status",39095
1,"Semi-Urban, High Socioeconomic Status",39097
1,"Semi-Urban, High Socioeconomic Status",39099
1,"Semi-Urban, High Socioeconomic Status",39101
1,"Semi-Urban, High Socioeconomic Status",39103
4,"Mostly Rural, Mid Socioeconomic Status",39105
8,"Rural, High Socioeconomic Status",39107
1,"Semi-Urban, High Socioeconomic Status",39109
4,"Mostly Rural, Mid Socioeconomic Status",39111
1,"Semi-Urban, High Socioeconomic Status",39113
4,"Mostly Rural, Mid Socioeconomic Status",39115
8,"Rural, High Socioeconomic Status",39117
4,"Mostly Rural, Mid Socioeconomic Status",39119
5,"Rural, Mid/Low Socioeconomic Status",39121
8,"Rural, High Socioeconomic Status",39123
8,"Rural, High Socioeconomic Status",39125
4,"Mostly Rural, Mid Socioeconomic Status",39127
4,"Mostly Rural, Mid Socioeconomic Status",39129
4,"Mostly Rural, Mid Socioeconomic Status",39131
1,"Semi-Urban, High Socioeconomic Status",39133
8,"Rural, High Socioeconomic Status",39135
8,"Rural, High Socioeconomic Status",39137
1,"Semi-Urban, High Socioeconomic Status",39139
4,"Mostly Rural, Mid Socioeconomic Status",39141
1,"Semi-Urban, High Socioeconomic Status",39143
4,"Mostly Rural, Mid Socioeconomic Status",39145
1,"Semi-Urban, High Socioeconomic Status",39147
8,"Rural, High Socioeconomic Status",39149
1,"Semi-Urban, High Socioeconomic Status",39151
1,"Semi-Urban, High Socioeconomic Status",39153
4,"Mostly Rural, Mid Socioeconomic Status",39155
4,"Mostly Rural, Mid Socioeconomic Status",39157
1,"Semi-Urban, High Socioeconomic Status",39159
8,"Rural, High Socioeconomic Status",39161
4,"Mostly Rural, Mid Socioeconomic Status",39163
1,"Semi-Urban, High Socioeconomic Status",39165
4,"Mostly Rural, Mid Socioeconomic Status",39167
4,"Mostly Rural, Mid Socioeconomic Status",39169
4,"Mostly Rural, Mid Socioeconomic Status",39171
1,"Semi-Urban, High Socioeconomic Status",39173
8,"Rural, High Socioeconomic Status",39175
7,"Rural, American Indian",40001
5,"Rural, Mid/Low Socioeconomic Status",40003
4,"Mostly Rural, Mid Socioeconomic Status",40005
4,"Mostly Rural, Mid Socioeconomic Status",40007
1,"Semi-Urban, High Socioeconomic Status",40009
4,"Mostly Rural, Mid Socioeconomic Status",40011
4,"Mostly Rural, Mid Socioeconomic Status",40013
4,"Mostly Rural, Mid Socioeconomic Status",40015
1,"Semi-Urban, High Socioeconomic Status",40017
4,"Mostly Rural, Mid Socioeconomic Status",40019
7,"Rural, American Indian",40021
4,"Mostly Rural, Mid Socioeconomic Status",40023
4,"Mostly Rural, Mid Socioeconomic Status",40025
1,"Semi-Urban, High Socioeconomic Status",40027
4,"Mostly Rural, Mid Socioeconomic Status",40029
1,"Semi-Urban, High Socioeconomic Status",40031
4,"Mostly Rural, Mid Socioeconomic Status",40033
4,"Mostly Rural, Mid Socioeconomic Status",40035
4,"Mostly Rural, Mid Socioeconomic Status",40037
1,"Semi-Urban, High Socioeconomic Status",40039
4,"Mostly Rural, Mid Socioeconomic Status",40041
8,"Rural, High Socioeconomic Status",40043
8,"Rural, High Socioeconomic Status",40045
1,"Semi-Urban, High Socioeconomic Status",40047
4,"Mostly Rural, Mid Socioeconomic Status",40049
8,"Rural, High Socioeconomic Status",40051
8,"Rural, High Socioeconomic Status",40053
5,"Rural, Mid/Low Socioeconomic Status",40055
4,"Mostly Rural, Mid Socioeconomic Status",40057
4,"Mostly Rural, Mid Socioeconomic Status",40059
4,"Mostly Rural, Mid Socioeconomic Status",40061
5,"Rural, Mid/Low Socioeconomic Status",40063
1,"Semi-Urban, High Socioeconomic Status",40065
4,"Mostly Rural, Mid Socioeconomic Status",40067
4,"Mostly Rural, Mid Socioeconomic Status",40069
1,"Semi-Urban, High Socioeconomic Status",40071
8,"Rural, High Socioeconomic Status",40073
4,"Mostly Rural, Mid Socioeconomic Status",40075
4,"Mostly Rural, Mid Socioeconomic Status",40077
4,"Mostly Rural, Mid Socioeconomic Status",40079
4,"Mostly Rural, Mid Socioeconomic Status",40081
1,"Semi-Urban, High Socioeconomic Status",40083
4,"Mostly Rural, Mid Socioeconomic Status",40085
8,"Rural, High Socioeconomic Status",40087
4,"Mostly Rural, Mid Socioeconomic Status",40089
4,"Mostly Rural, Mid Socioeconomic Status",40091
8,"Rural, High Socioeconomic Status",40093
4,"Mostly Rural, Mid Socioeconomic Status",40095
4,"Mostly Rural, Mid Socioeconomic Status",40097
4,"Mostly Rural, Mid Socioeconomic Status",40099
4,"Mostly Rural, Mid Socioeconomic Status",40101
8,"Rural, High Socioeconomic Status",40103
4,"Mostly Rural, Mid Socioeconomic Status",40105
5,"Rural, Mid/Low Socioeconomic Status",40107
1,"Semi-Urban, High Socioeconomic Status",40109
4,"Mostly Rural, Mid Socioeconomic Status",40111
4,"Mostly Rural, Mid Socioeconomic Status",40113
4,"Mostly Rural, Mid Socioeconomic Status",40115
4,"Mostly Rural, Mid Socioeconomic Status",40117
1,"Semi-Urban, High Socioeconomic Status",40119
4,"Mostly Rural, Mid Socioeconomic Status",40121
1,"Semi-Urban, High Socioeconomic Status",40123
4,"Mostly Rural, Mid Socioeconomic Status",40125
4,"Mostly Rural, Mid Socioeconomic Status",40127
8,"Rural, High Socioeconomic Status",40129
8,"Rural, High Socioeconomic Status",40131
4,"Mostly Rural, Mid Socioeconomic Status",40133
4,"Mostly Rural, Mid Socioeconomic Status",40135
4,"Mostly Rural, Mid Socioeconomic Status",40137
3,"Semi-Urban, Hispanic",40139
3,"Semi-Urban, Hispanic",40141
1,"Semi-Urban, High Socioeconomic Status",40143
1,"Semi-Urban, High Socioeconomic Status",40145
1,"Semi-Urban, High Socioeconomic Status",40147
8,"Rural, High Socioeconomic Status",40149
1,"Semi-Urban, High Socioeconomic Status",40151
1,"Semi-Urban, High Socioeconomic Status",40153
4,"Mostly Rural, Mid Socioeconomic Status",41001
1,"Semi-Urban, High Socioeconomic Status",41003
1,"Semi-Urban, High Socioeconomic Status",41005
4,"Mostly Rural, Mid Socioeconomic Status",41007
4,"Mostly Rural, Mid Socioeconomic Status",41009
4,"Mostly Rural, Mid Socioeconomic Status",41011
4,"Mostly Rural, Mid Socioeconomic Status",41013
4,"Mostly Rural, Mid Socioeconomic Status",41015
1,"Semi-Urban, High Socioeconomic Status",41017
4,"Mostly Rural, Mid Socioeconomic Status",41019
8,"Rural, High Socioeconomic Status",41021
4,"Mostly Rural, Mid Socioeconomic Status",41023
4,"Mostly Rural, Mid Socioeconomic Status",41025
3,"Semi-Urban, Hispanic",41027
1,"Semi-Urban, High Socioeconomic Status",41029
4,"Mostly Rural, Mid Socioeconomic Status",41031
4,"Mostly Rural, Mid Socioeconomic Status",41033
4,"Mostly Rural, Mid Socioeconomic Status",41035
4,"Mostly Rural, Mid Socioeconomic Status",41037
1,"Semi-Urban, High Socioeconomic Status",41039
4,"Mostly Rural, Mid Socioeconomic Status",41041
1,"Semi-Urban, High Socioeconomic Status",41043
3,"Semi-Urban, Hispanic",41045
1,"Semi-Urban, High Socioeconomic Status",41047
3,"Semi-Urban, Hispanic",41049
1,"Semi-Urban, High Socioeconomic Status",41051
1,"Semi-Urban, High Socioeconomic Status",41053
4,"Mostly Rural, Mid Socioeconomic Status",41055
4,"Mostly Rural, Mid Socioeconomic Status",41057
3,"Semi-Urban, Hispanic",41059
4,"Mostly Rural, Mid Socioeconomic Status",41061
4,"Mostly Rural, Mid Socioeconomic Status",41063
